Mã nhiệm vụ,Phiếu luyện,Tiêu đề,Phần thi,Chuyên đề,Giai đoạn,Cấp độ,Dạng,Điểm KN,Lời giao việc,Ràng buộc
NV-1516,PL-HOA-INO-L1-006,Phiếu lý thuyết: Hóa vô cơ — cấp 1,Khoa học,Hóa vô cơ,1,1,Phiếu lý thuyết,32,"Hoàn thành 8 câu chuyên đề ""Hóa vô cơ"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1517,PL-HOA-INO-L1-007,Phiếu thi: Hóa vô cơ — cấp 1,Khoa học,Hóa vô cơ,1,1,Phiếu thi,72,"Hoàn thành 8 câu chuyên đề ""Hóa vô cơ"" trong khoảng 7 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 8 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1518,PL-HOA-INO-L2-001,Phiếu lý thuyết: Hóa vô cơ — cấp 2,Khoa học,Hóa vô cơ,1,2,Phiếu lý thuyết,48,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1519,PL-HOA-INO-L2-002,Phiếu dạng bài & đọc vị: Hóa vô cơ — cấp 2,Khoa học,Hóa vô cơ,1,2,Phiếu dạng bài & đọc vị,60,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1520,PL-HOA-INO-L2-003,Phiếu kỹ năng & phương pháp: Hóa vô cơ — cấp 2,Khoa học,Hóa vô cơ,1,2,Phiếu kỹ năng & phương pháp,66,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1521,PL-HOA-INO-L2-004,Phiếu luyện nâng cao: Hóa vô cơ — cấp 2,Khoa học,Hóa vô cơ,1,2,Phiếu luyện nâng cao,84,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1522,PL-HOA-INO-L2-005,Phiếu ôn thi: Hóa vô cơ — cấp 2,Khoa học,Hóa vô cơ,1,2,Phiếu ôn thi,72,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1523,PL-HOA-INO-L2-006,Phiếu lý thuyết: Hóa vô cơ — cấp 2,Khoa học,Hóa vô cơ,1,2,Phiếu lý thuyết,48,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1524,PL-HOA-INO-L2-007,Phiếu thi: Hóa vô cơ — cấp 2,Khoa học,Hóa vô cơ,1,2,Phiếu thi,108,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 2: Làm đúng dạng chuẩn mà không cần nhìn gợi ý.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1525,PL-HOA-INO-L3-001,Phiếu lý thuyết: Hóa vô cơ — cấp 3,Khoa học,Hóa vô cơ,2,3,Phiếu lý thuyết,72,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 16 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1526,PL-HOA-INO-L3-002,Phiếu dạng bài & đọc vị: Hóa vô cơ — cấp 3,Khoa học,Hóa vô cơ,2,3,Phiếu dạng bài & đọc vị,90,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1527,PL-HOA-INO-L3-003,Phiếu kỹ năng & phương pháp: Hóa vô cơ — cấp 3,Khoa học,Hóa vô cơ,2,3,Phiếu kỹ năng & phương pháp,99,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1528,PL-HOA-INO-L3-004,Phiếu luyện nâng cao: Hóa vô cơ — cấp 3,Khoa học,Hóa vô cơ,2,3,Phiếu luyện nâng cao,126,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1529,PL-HOA-INO-L3-005,Phiếu ôn thi: Hóa vô cơ — cấp 3,Khoa học,Hóa vô cơ,2,3,Phiếu ôn thi,108,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1530,PL-HOA-INO-L3-006,Phiếu lý thuyết: Hóa vô cơ — cấp 3,Khoa học,Hóa vô cơ,2,3,Phiếu lý thuyết,72,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 16 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1531,PL-HOA-INO-L3-007,Phiếu dạng bài & đọc vị: Hóa vô cơ — cấp 3,Khoa học,Hóa vô cơ,2,3,Phiếu dạng bài & đọc vị,90,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1532,PL-HOA-INO-L3-008,Phiếu thi: Hóa vô cơ — cấp 3,Khoa học,Hóa vô cơ,2,3,Phiếu thi,162,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 3: Ghép nhiều bước và tránh các bẫy quen thuộc.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1533,PL-HOA-INO-L4-001,Phiếu lý thuyết: Hóa vô cơ — cấp 4,Khoa học,Hóa vô cơ,2,4,Phiếu lý thuyết,96,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1534,PL-HOA-INO-L4-002,Phiếu dạng bài & đọc vị: Hóa vô cơ — cấp 4,Khoa học,Hóa vô cơ,2,4,Phiếu dạng bài & đọc vị,120,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1535,PL-HOA-INO-L4-003,Phiếu kỹ năng & phương pháp: Hóa vô cơ — cấp 4,Khoa học,Hóa vô cơ,2,4,Phiếu kỹ năng & phương pháp,132,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-1536,PL-HOA-INO-L4-004,Phiếu luyện nâng cao: Hóa vô cơ — cấp 4,Khoa học,Hóa vô cơ,2,4,Phiếu luyện nâng cao,168,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-1537,PL-HOA-INO-L4-005,Phiếu ôn thi: Hóa vô cơ — cấp 4,Khoa học,Hóa vô cơ,2,4,Phiếu ôn thi,144,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-1538,PL-HOA-INO-L4-006,Phiếu lý thuyết: Hóa vô cơ — cấp 4,Khoa học,Hóa vô cơ,2,4,Phiếu lý thuyết,96,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1539,PL-HOA-INO-L4-007,Phiếu dạng bài & đọc vị: Hóa vô cơ — cấp 4,Khoa học,Hóa vô cơ,2,4,Phiếu dạng bài & đọc vị,120,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-1540,PL-HOA-INO-L4-008,Phiếu thi: Hóa vô cơ — cấp 4,Khoa học,Hóa vô cơ,2,4,Phiếu thi,216,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 9 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-1541,PL-HOA-INO-L5-001,Phiếu lý thuyết: Hóa vô cơ — cấp 5,Khoa học,Hóa vô cơ,3,5,Phiếu lý thuyết,128,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-1542,PL-HOA-INO-L5-002,Phiếu dạng bài & đọc vị: Hóa vô cơ — cấp 5,Khoa học,Hóa vô cơ,3,5,Phiếu dạng bài & đọc vị,160,"Hoàn thành 10 câu chuyên đề ""Hóa vô cơ"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 7 câu là hoàn thành; đúng từ 9 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
